step,epoch,train/loss,valid/loss
673,673,,0.024723822250962257
674,674,0.021138183772563934,
674,674,,0.02436101995408535
675,675,0.020932191982865334,
675,675,,0.02406734973192215
676,676,0.020824860781431198,
676,676,,0.02361292764544487
677,677,0.020693190395832062,
677,677,,0.023632362484931946
678,678,0.02075609751045704,
678,678,,0.023594636470079422
679,679,0.020929299294948578,
679,679,,0.023672766983509064
680,680,0.020898962393403053,
680,680,,0.023467671126127243
681,681,0.020394057035446167,
681,681,,0.02351885475218296
682,682,0.020244140177965164,
682,682,,0.023463649675250053
683,683,0.020128531381487846,
683,683,,0.023443693295121193
684,684,0.01991434209048748,
684,684,,0.023228205740451813
685,685,0.0199124813079834,
685,685,,0.023181986063718796
686,686,0.0199087243527174,
686,686,,0.023044349625706673
687,687,0.0198503527790308,
687,687,,0.023351671174168587
688,688,0.019712014123797417,
688,688,,0.02331145852804184
689,689,0.019660865887999535,
689,689,,0.022736018523573875
690,690,0.019467061385512352,
690,690,,0.02288835309445858
691,691,0.019408175721764565,
691,691,,0.022836491465568542
692,692,0.019368857145309448,
692,692,,0.022490300238132477
693,693,0.019244400784373283,
693,693,,0.022512903437018394
694,694,0.01917109452188015,
694,694,,0.02249973453581333
695,695,0.019299563020467758,
695,695,,0.02248632349073887
696,696,0.01936502195894718,
696,696,,0.0224442221224308
697,697,0.01937454752624035,
697,697,,0.022315116599202156
698,698,0.01944483444094658,
698,698,,0.02248445712029934
699,699,0.01935202069580555,
699,699,,0.02234426513314247
700,700,0.019140100106596947,
700,700,,0.02218698337674141
701,701,0.018967272713780403,
701,701,,0.022072281688451767
702,702,0.018855612725019455,
702,702,,0.022382454946637154
703,703,0.018711240962147713,
703,703,,0.02223007008433342
704,704,0.018723012879490852,
704,704,,0.02191726490855217
705,705,0.018686799332499504,
705,705,,0.02221345156431198
706,706,0.018736086785793304,
706,706,,0.021932369098067284
707,707,0.018641062080860138,
707,707,,0.02245286852121353
708,708,0.019417453557252884,
708,708,,0.023737091571092606
709,709,0.020940136164426804,
709,709,,0.024608798325061798
710,710,0.02170063741505146,
710,710,,0.02431946061551571
711,711,0.02127835899591446,
711,711,,0.023969417437911034
712,712,0.02096741460263729,
712,712,,0.023216748610138893
713,713,0.020677611231803894,
713,713,,0.02298126183450222
714,714,0.020205143839120865,
714,714,,0.02263699844479561
715,715,0.019743280485272408,
715,715,,0.021714847534894943
716,716,0.019437873736023903,
716,716,,0.022078635171055794
717,717,0.019067276269197464,
717,717,,0.02220585197210312
718,718,0.019138991832733154,
718,718,,0.022470826283097267
719,719,0.019234145060181618,
719,719,,0.02223855070769787
720,720,0.019339989870786667,
720,720,,0.022447893396019936
721,721,0.01946333236992359,
721,721,,0.022583896294236183
722,722,0.01951071247458458,
722,722,,0.022727908566594124
723,723,0.019449492916464806,
723,723,,0.02297375723719597
724,724,0.019282767549157143,
724,724,,0.022841690108180046
725,725,0.019236896187067032,
725,725,,0.02255200780928135
726,726,0.0191592276096344,
726,726,,0.02276858314871788
727,727,0.019093407317996025,
727,727,,0.022928200662136078
728,728,0.019037004560232162,
728,728,,0.02253333479166031
729,729,0.018961500376462936,
729,729,,0.022190837189555168
730,730,0.019018851220607758,
730,730,,0.022252338007092476
731,731,0.018989553675055504,
731,731,,0.022102367132902145
732,732,0.018968334421515465,
732,732,,0.022101905196905136
733,733,0.018876532092690468,
733,733,,0.022252943366765976
734,734,0.018552733585238457,
734,734,,0.021801989525556564
735,735,0.018644211813807487,
735,735,,0.022212708368897438
736,736,0.018697435036301613,
736,736,,0.022179849445819855
737,737,0.01867952197790146,
737,737,,0.02206803299486637
738,738,0.0185391828417778,
738,738,,0.021922718733549118
739,739,0.01861671172082424,
739,739,,0.021838851273059845
740,740,0.018561404198408127,
740,740,,0.022047292441129684
741,741,0.01848570629954338,
741,741,,0.021707387641072273
742,742,0.018197013065218925,
742,742,,0.021777024492621422
743,743,0.018291359767317772,
743,743,,0.02165723592042923
744,744,0.018213676288723946,
744,744,,0.02181912027299404
745,745,0.01800723373889923,
745,745,,0.021751243621110916
746,746,0.017786096781492233,
746,746,,0.02180614322423935
747,747,0.01777694746851921,
747,747,,0.021659884601831436
748,748,0.017668122425675392,
748,748,,0.021807480603456497
749,749,0.017741041257977486,
749,749,,0.021795442327857018
750,750,0.017809443175792694,
750,750,,0.021910080686211586
751,751,0.017817523330450058,
751,751,,0.021762387827038765
752,752,0.017869368195533752,
752,752,,0.021747637540102005
753,753,0.01793159730732441,
753,753,,0.021723510697484016
754,754,0.017831139266490936,
754,754,,0.021474873647093773
755,755,0.017728056758642197,
755,755,,0.0213579423725605
756,756,0.01750919222831726,
756,756,,0.021281244233250618
757,757,0.017508050426840782,
757,757,,0.021204648539423943
758,758,0.017512410879135132,
758,758,,0.02124262973666191
759,759,0.01749357394874096,
759,759,,0.021325625479221344
760,760,0.017442163079977036,
760,760,,0.021216146647930145
761,761,0.017356934025883675,
761,761,,0.021162856370210648
762,762,0.017329709604382515,
762,762,,0.021023070439696312
763,763,0.017247363924980164,
763,763,,0.021089714020490646
764,764,0.017232460901141167,
764,764,,0.02093498408794403
765,765,0.01725144498050213,
765,765,,0.020931607112288475
766,766,0.017163822427392006,
766,766,,0.0208465363830328
767,767,0.017260074615478516,
767,767,,0.020854957401752472
768,768,0.0173630528151989,
768,768,,0.021104635670781136
769,769,0.017445694655179977,
769,769,,0.02112334407866001
770,770,0.017339443787932396,
770,770,,0.02110704965889454
771,771,0.01731131784617901,
771,771,,0.021113216876983643
772,772,0.017259564250707626,
772,772,,0.021040689200162888
773,773,0.01731853559613228,
773,773,,0.021121716126799583
774,774,0.01735311560332775,
774,774,,0.021150978282094002
775,775,0.017456037923693657,
775,775,,0.02171708084642887
776,776,0.018830332905054092,
776,776,,0.024478290230035782
777,777,0.02129863202571869,
777,777,,0.027166156098246574
778,778,0.02388956770300865,
778,778,,0.02850048802793026
779,779,0.025301774963736534,
779,779,,0.02837417647242546
780,780,0.02492799237370491,
780,780,,0.02787458337843418
781,781,0.02404968813061714,
781,781,,0.026311369612812996
782,782,0.023044105619192123,
782,782,,0.025562966242432594
783,783,0.022138571366667747,
783,783,,0.024000871926546097
784,784,0.020916061475872993,
784,784,,0.023105235770344734
785,785,0.020447107031941414,
785,785,,0.022334109991788864
786,786,0.019830504432320595,
786,786,,0.021993782371282578
787,787,0.018931519240140915,
787,787,,0.021594973281025887
788,788,0.01864944025874138,
788,788,,0.021770019084215164
789,789,0.018560003489255905,
789,789,,0.02151191048324108
790,790,0.01863596774637699,
790,790,,0.021555976942181587
791,791,0.01874052919447422,
791,791,,0.02164776623249054
792,792,0.01886666752398014,
792,792,,0.02167353220283985
793,793,0.01900685951113701,
793,793,,0.02166822925209999
794,794,0.018808308988809586,
794,794,,0.02155080810189247
795,795,0.018698371946811676,
795,795,,0.021280715242028236
796,796,0.018657134845852852,
796,796,,0.02183440513908863
797,797,0.01846117526292801,
797,797,,0.02194373309612274
798,798,0.018447251990437508,
798,798,,0.022052228450775146
799,799,0.01858103834092617,
799,799,,0.022371802479028702
800,800,0.018609164282679558,
800,800,,0.022375598549842834
801,801,0.01843806728720665,
801,801,,0.022347472608089447
802,802,0.018314214423298836,
802,802,,0.022005146369338036
803,803,0.01796502247452736,
803,803,,0.02166542038321495
804,804,0.01769622415304184,
804,804,,0.021425046026706696
805,805,0.017504746094346046,
805,805,,0.02119320072233677
806,806,0.017441503703594208,
806,806,,0.02108379453420639
807,807,0.017355244606733322,
807,807,,0.020738834515213966
808,808,0.01737881451845169,
808,808,,0.020355546846985817
809,809,0.017376232892274857,
809,809,,0.020635895431041718
810,810,0.017410868778824806,
810,810,,0.020574796944856644
811,811,0.01734180934727192,
811,811,,0.02047601155936718
812,812,0.017319370061159134,
812,812,,0.020745234563946724
813,813,0.017265725880861282,
813,813,,0.02048366516828537
814,814,0.017272217199206352,
814,814,,0.020436428487300873
815,815,0.017113879323005676,
815,815,,0.020396819338202477
816,816,0.017047705128788948,
816,816,,0.020208628848195076
817,817,0.017146924510598183,
817,817,,0.020194698125123978
818,818,0.01704583317041397,
818,818,,0.02024674415588379
819,819,0.01707044243812561,
819,819,,0.02018364518880844
820,820,0.0170225128531456,
820,820,,0.02030719444155693
821,821,0.01703498698771,
821,821,,0.020257283002138138
822,822,0.01699460670351982,
822,822,,0.020180875435471535
823,823,0.01690411940217018,
823,823,,0.020237592980265617
824,824,0.016784774139523506,
824,824,,0.020180823281407356
825,825,0.01677914708852768,
825,825,,0.020366718992590904
826,826,0.016782211139798164,
826,826,,0.020290859043598175
827,827,0.016775572672486305,
827,827,,0.019962163642048836
828,828,0.01676774024963379,
828,828,,0.019874993711709976
829,829,0.016745053231716156,
829,829,,0.01998191326856613
830,830,0.016727587208151817,
830,830,,0.019859936088323593
831,831,0.016712887212634087,
831,831,,0.019827770069241524
832,832,0.01667698286473751,
832,832,,0.019843000918626785
833,833,0.016643710434436798,
833,833,,0.0197957381606102
834,834,0.016619084402918816,
834,834,,0.01978781819343567
835,835,0.01659933105111122,
835,835,,0.019847581163048744
836,836,0.016566025093197823,
836,836,,0.01984800398349762
837,837,0.016551651060581207,
837,837,,0.019903553649783134
838,838,0.016573844477534294,
838,838,,0.019995328038930893
839,839,0.016530632972717285,
839,839,,0.019878337159752846
840,840,0.016362903639674187,
840,840,,0.019821185618638992
841,841,0.016388079151511192,
841,841,,0.019820302724838257
842,842,0.016428587958216667,
842,842,,0.01992390863597393
843,843,0.016439160332083702,
843,843,,0.01980043202638626
844,844,0.01643376797437668,
844,844,,0.019772585481405258
845,845,0.016366763040423393,
845,845,,0.019751520827412605
846,846,0.016324082389473915,
846,846,,0.019760916009545326
847,847,0.016245897859334946,
847,847,,0.019781051203608513
848,848,0.01623613014817238,
848,848,,0.019764970988035202
849,849,0.016245737671852112,
849,849,,0.019712528213858604
850,850,0.016230765730142593,
850,850,,0.01977638341486454
851,851,0.016233200207352638,
851,851,,0.01981125958263874
852,852,0.016177920624613762,
852,852,,0.01986948400735855
853,853,0.016127999871969223,
853,853,,0.01983027718961239
854,854,0.016083061695098877,
854,854,,0.01983504183590412
855,855,0.016100039705634117,
855,855,,0.019806943833827972
856,856,0.016093745827674866,
856,856,,0.01974671520292759
857,857,0.01608743891119957,
857,857,,0.019731735810637474
858,858,0.016080249100923538,
858,858,,0.019721917808055878
859,859,0.016070283949375153,
859,859,,0.019724365323781967
860,860,0.016069812700152397,
860,860,,0.019704094156622887
861,861,0.016061853617429733,
861,861,,0.019707750529050827
862,862,0.016013644635677338,
862,862,,0.021443568170070648
863,863,0.019010312855243683,
863,863,,0.027370715513825417
864,864,0.02550928294658661,
864,864,,0.03195686265826225
865,865,0.02983541041612625,
865,865,,0.03047950565814972
866,866,0.028565838932991028,
866,866,,0.02566356025636196
867,867,0.02398020587861538,
867,867,,0.022455936297774315
868,868,0.021108251065015793,
868,868,,0.023443184792995453
869,869,0.02158815786242485,
869,869,,0.02506328746676445
870,870,0.023004986345767975,
870,870,,0.024292929098010063
871,871,0.02368270792067051,
871,871,,0.02307210862636566
872,872,0.02275749109685421,
872,872,,0.022336093708872795
873,873,0.021493341773748398,
873,873,,0.022121336311101913
874,874,0.02103349193930626,
874,874,,0.02270987443625927
875,875,0.02116093412041664,
875,875,,0.023102715611457825
876,876,0.02101903222501278,
876,876,,0.02332666702568531
877,877,0.02081075869500637,
877,877,,0.0234528835862875
878,878,0.020337700843811035,
878,878,,0.023052209988236427
879,879,0.019406698644161224,
879,879,,0.02282201685011387
880,880,0.018750764429569244,
880,880,,0.022904114797711372
881,881,0.01821124739944935,
881,881,,0.022575853392481804
882,882,0.017939414829015732,
882,882,,0.023129193112254143
883,883,0.018041862174868584,
883,883,,0.023330844938755035
884,884,0.018020128831267357,
884,884,,0.02283739112317562
885,885,0.018300170078873634,
885,885,,0.023191146552562714
886,886,0.018252069130539894,
886,886,,0.022594138979911804
887,887,0.01800655946135521,
887,887,,0.02230593003332615
888,888,0.017779503017663956,
888,888,,0.021944187581539154
889,889,0.01758354902267456,
889,889,,0.021651197224855423
890,890,0.017569715157151222,
890,890,,0.021027855575084686
891,891,0.017477447167038918,
891,891,,0.020508723333477974
892,892,0.017252590507268906,
892,892,,0.020024918019771576
893,893,0.01714259572327137,
893,893,,0.01985747367143631
894,894,0.01680046133697033,
894,894,,0.01946711167693138
895,895,0.016651755198836327,
895,895,,0.01946977525949478
896,896,0.016685351729393005,
896,896,,0.01956474408507347
897,897,0.01675037294626236,
897,897,,0.019760621711611748
898,898,0.01661926507949829,
898,898,,0.0197184756398201
899,899,0.016505472362041473,
899,899,,0.0195708516985178
900,900,0.016517961397767067,
900,900,,0.019622933119535446
901,901,0.016402559354901314,
901,901,,0.019575202837586403
902,902,0.01638738252222538,
902,902,,0.01940970867872238
903,903,0.01624101586639881,
903,903,,0.019724737852811813
904,904,0.016205139458179474,
904,904,,0.019324680790305138
905,905,0.016141897067427635,
905,905,,0.019720016047358513
906,906,0.016167206689715385,
906,906,,0.019604794681072235
907,907,0.01610494777560234,
907,907,,0.01957598328590393
908,908,0.016083097085356712,
908,908,,0.019599268212914467
909,909,0.01599382422864437,
909,909,,0.01960829459130764
910,910,0.015913600102066994,
910,910,,0.019570205360651016
911,911,0.015910722315311432,
911,911,,0.019619902595877647
912,912,0.01585015468299389,
912,912,,0.019562531262636185
913,913,0.015925461426377296,
913,913,,0.0196627676486969
914,914,0.015941906720399857,
914,914,,0.01975119672715664
915,915,0.01582270860671997,
915,915,,0.020112277939915657
916,916,0.01576029695570469,
916,916,,0.019979901611804962
917,917,0.015725504606962204,
917,917,,0.019767669960856438
918,918,0.015715623274445534,
918,918,,0.019726386293768883
919,919,0.015722231939435005,
919,919,,0.019742870703339577
920,920,0.015659188851714134,
920,920,,0.019657395780086517
921,921,0.015645546838641167,
921,921,,0.0196271613240242
922,922,0.015578401274979115,
922,922,,0.019648732617497444
923,923,0.015508987940847874,
923,923,,0.0196008812636137
924,924,0.015490814112126827,
924,924,,0.01965194381773472
925,925,0.015565895475447178,
925,925,,0.019514160230755806
926,926,0.015564613044261932,
926,926,,0.01959150657057762
927,927,0.015558400191366673,
927,927,,0.01958685740828514
928,928,0.015518763102591038,
928,928,,0.019618652760982513
929,929,0.015513292513787746,
929,929,,0.019664598628878593
930,930,0.015505727380514145,
930,930,,0.019666796550154686
931,931,0.01550690084695816,
931,931,,0.019663309678435326
932,932,0.01546117477118969,
932,932,,0.01964901201426983
933,933,0.015398673713207245,
933,933,,0.01964740641415119
934,934,0.015367009676992893,
934,934,,0.01966743730008602
935,935,0.015398532152175903,
935,935,,0.019629396498203278
936,936,0.01539801899343729,
936,936,,0.01970759779214859
937,937,0.015384850092232227,
937,937,,0.01972140185534954
938,938,0.01539313793182373,
938,938,,0.01973240077495575
939,939,0.015387916937470436,
939,939,,0.019680244848132133
940,940,0.015380325727164745,
940,940,,0.019705165177583694
941,941,0.015393102541565895,
941,941,,0.019540436565876007
942,942,0.015332034789025784,
942,942,,0.019490104168653488
943,943,0.015323901548981667,
943,943,,0.0195226538926363
944,944,0.015335531905293465,
944,944,,0.019523659721016884
945,945,0.015302821062505245,
945,945,,0.019516926258802414
946,946,0.015333964489400387,
946,946,,0.019496018067002296
947,947,0.015274557285010815,
947,947,,0.019415434449911118
948,948,0.015258042141795158,
948,948,,0.019335392862558365
949,949,0.015238115563988686,
949,949,,0.019353456795215607
950,950,0.015210989862680435,
950,950,,0.019315406680107117
951,951,0.015217503532767296,
951,951,,0.01930920034646988
952,952,0.015218344517052174,
952,952,,0.019311385229229927
953,953,0.015192944556474686,
953,953,,0.019330883398652077
954,954,0.015154781751334667,
954,954,,0.019379055127501488
955,955,0.01512953918427229,
955,955,,0.019389351829886436
956,956,0.01512860506772995,
956,956,,0.0193705465644598
957,957,0.01512510422617197,
957,957,,0.01955975592136383
958,958,0.015403730794787407,
958,958,,0.019574875012040138
959,959,0.015917301177978516,
959,959,,0.02053973637521267
960,960,0.01654141955077648,
960,960,,0.02102411724627018
961,961,0.01744174212217331,
961,961,,0.021482808515429497
962,962,0.017933202907443047,
962,962,,0.021453795954585075
963,963,0.017617808654904366,
963,963,,0.021002767607569695
964,964,0.017186922952532768,
964,964,,0.02045324631035328
965,965,0.01671280339360237,
965,965,,0.02015351504087448
966,966,0.016086485236883163,
966,966,,0.020075306296348572
967,967,0.015775764361023903,
967,967,,0.019932158291339874
968,968,0.01570761203765869,
968,968,,0.0197773277759552
969,969,0.015693102031946182,
969,969,,0.01973550207912922
970,970,0.015642503276467323,
970,970,,0.019714275375008583
971,971,0.01557557750493288,
971,971,,0.01968686282634735
972,972,0.015609039925038815,
972,972,,0.019551610574126244
973,973,0.0155221251770854,
973,973,,0.01980946958065033
974,974,0.01551093440502882,
974,974,,0.019817449152469635
975,975,0.015519101172685623,
975,975,,0.019814124330878258
976,976,0.01554191391915083,
976,976,,0.019748395308852196
977,977,0.015550565905869007,
977,977,,0.019964369013905525
978,978,0.01555593404918909,
978,978,,0.019905924797058105
979,979,0.015516080893576145,
979,979,,0.019872138276696205
980,980,0.015437525697052479,
980,980,,0.019864195957779884
981,981,0.01531214639544487,
981,981,,0.019831547513604164
982,982,0.015273092314600945,
982,982,,0.019791584461927414
983,983,0.015226188115775585,
983,983,,0.019425678998231888
984,984,0.01516998652368784,
984,984,,0.019573675468564034
985,985,0.01514218095690012,
985,985,,0.019561218097805977
986,986,0.015102678909897804,
986,986,,0.01942184939980507
987,987,0.015114529989659786,
987,987,,0.019343560561537743
988,988,0.015069280751049519,
988,988,,0.019386259838938713
989,989,0.01504536159336567,
989,989,,0.019340837374329567
990,990,0.01498973648995161,
990,990,,0.01936793141067028
991,991,0.014985312707722187,
991,991,,0.01944991946220398
992,992,0.014970382675528526,
992,992,,0.019421162083745003
993,993,0.014944606460630894,
993,993,,0.019447997212409973
994,994,0.014941588044166565,
994,994,,0.019402427598834038
995,995,0.014925270341336727,
995,995,,0.019297005608677864
996,996,0.014931549318134785,
996,996,,0.019200332462787628
997,997,0.01489329058676958,
997,997,,0.01918240822851658
998,998,0.01488501951098442,
998,998,,0.019216474145650864
999,999,0.014976052567362785,
999,999,,0.019175127148628235
